meanFix,minFix,maxFix,varFix,stdFix,meanDis,minDis,maxDis,varDis,stdDisp,freqDisPerSec,number_of_blinks,blinkMean,blinkMin,blinkMax,blinkRate,xDir,yDir,fixDensPerBB,label,duration,participant_id
222.13888888888889,100,467,11362.065873015874,106.59299166932071,0.07711275194632058,0.010202111763695105,0.19654651427038072,0.0029257016211883743,0.054089755233208206,3.6,12,947.25,33,4533,1.2,0.5142857142857142,0.6,308.5985786335216,Inspection,10,20
233.5,100,633,14470.6,120.29380698938745,0.05769597047964503,0.028126678558181715,0.20061223722666638,0.0018424023613644108,0.04292321471377011,3.6,6,1333.5,33,4000,0.6,0.5428571428571428,0.6285714285714286,493.3154414765668,Inspection,10,20
256.3125,100,900,39984.80241935484,199.96200243885048,0.051206428488669783,0.01677675894240411,0.23076771263729587,0.0019686899845801297,0.044369922070926944,3.2,6,1494.8333333333333,34,8467,0.6,0.4838709677419355,0.5483870967741935,535.2938470481472,Inspection,10,20
298.82142857142856,100,1000,40505.70767195768,201.26029830037936,0.039928018237538235,0.009733698556482678,0.11507730440075382,0.0004762795371509219,0.021823829571157347,2.8,11,1127.1818181818182,34,5800,1.1,0.37037037037037035,0.6666666666666666,246.4437617285282,Inspection,10,20
285.64285714285717,100,1500,71386.38624338625,267.18230900152474,0.06745119109745915,0.016078087386570957,0.28923483075335016,0.0034701746135708082,0.05890818800108189,2.8,22,1047.0,766,2200,2.2,0.5185185185185185,0.3333333333333333,250.76972311149072,Inspection,10,20
307.17857142857144,100,900,44806.7447089947,211.67603716291248,0.050652553409355636,0.01215056828046672,0.17676575059212865,0.0013377054792098747,0.03657465624185516,2.8,4,1958.25,33,4700,0.4,0.4444444444444444,0.4444444444444444,410.34125379688027,Inspection,10,20
292.0,100,1067,44826.71428571428,211.7232020486047,0.03445562988687661,0.02798322663129586,0.10966895200968761,0.00023427337239792056,0.015305991388927428,2.9,11,905.9090909090909,33,6234,1.1,0.4642857142857143,0.5714285714285714,859.0883859429334,Inspection,10,20
264.3666666666667,100,633,17746.378160919536,133.21553273143314,0.0897309406209292,0.0219617099104933,0.5746746977452212,0.018974537748938078,0.13774809526428333,3.0,27,959.2222222222222,533,1000,2.7,0.7241379310344828,0.4827586206896552,52.24796317302316,Reading,10,20
281.7096774193548,100,700,24694.412903225802,157.14456052700584,0.05231937261053893,0.028010261402190536,0.4490625936392643,0.0058160494785315505,0.0762630282544009,3.1,10,1169.8,33,3567,1.0,0.8333333333333334,0.5333333333333333,142.8403314058619,Reading,10,20
267.6774193548387,100,900,34611.0258064516,186.0403875679999,0.03401447259456031,0.0279297661015478,0.0929840938604739,0.00014398245918923776,0.011999269110626603,3.1,16,781.3125,33,2867,1.6,0.8666666666666667,0.43333333333333335,132.99801581847595,Reading,10,20
