meanFix,minFix,maxFix,varFix,stdFix,meanDis,minDis,maxDis,varDis,stdDisp,freqDisPerSec,number_of_blinks,blinkMean,blinkMin,blinkMax,blinkRate,xDir,yDir,fixDensPerBB,label,duration,participant_id
224.2972972972973,100,700,22747.714714714715,150.82345545277337,0.04032406771445952,0.027964528237101716,0.10406199996994064,0.00030620939831173727,0.017498839913312463,3.7,0,0,0,0,0,0.4444444444444444,0.4722222222222222,548.1803080595541,Inspection,10,18
218.58333333333334,100,867,23922.421428571426,154.6687474203222,0.058028345534241216,0.0220222151615843,0.1968393219791272,0.00222983454418611,0.04722112391913295,3.6,14,602.0714285714286,33,4567,1.4,0.4857142857142857,0.4857142857142857,380.1074463444685,Inspection,10,18
254.21875,100,933,31227.27318548387,176.71240246650453,0.046696650860681393,0.0081442823263998,0.16250298611148362,0.0011869123664148106,0.034451594540961535,3.2,21,717.6190476190476,33,2634,2.1,0.5161290322580645,0.45161290322580644,469.3925957131841,Inspection,10,18
292.3,100,733,38494.355172413794,196.1997838235654,0.04621950564851314,0.025895280121523374,0.16044803619765924,0.0009840721208378837,0.03136992382582214,3.0,0,0,0,0,0,0.41379310344827586,0.4827586206896552,516.9489466389789,Inspection,10,18
350.64,100,1233,92196.48999999999,303.6387491740802,0.042716552892634596,0.027935365653010597,0.11257362054927081,0.0005777122097015778,0.02403564456596864,2.5,6,1855.6666666666667,367,6867,0.6,0.375,0.6666666666666666,1509.090996563311,Inspection,10,18
266.7096774193548,100,700,23786.81290322581,154.22974065732527,0.05603941300312608,0.028194424452117832,0.17681200908087183,0.002107621366642123,0.045908837565790346,3.1,7,1347.5714285714287,33,3567,0.7,0.5333333333333333,0.6333333333333333,656.753118172707,Inspection,10,18
252.8709677419355,100,634,18224.24946236559,134.99722020236413,0.0758191783920423,0.02869140574236282,0.5782217228979974,0.012359853791429239,0.11117487931825804,3.1,30,563.3,0,4200,3.0,0.7666666666666667,0.6333333333333333,63.95598321799209,Reading,10,18
248.45454545454547,100,600,13488.63068181818,116.14056432538194,0.06601647820020726,0.003018339254056035,0.37410002383085766,0.004008230400439739,0.06331058679588857,3.3,12,852.6666666666666,0,3634,1.2,0.625,0.46875,157.7533499116265,Reading,10,18
244.1764705882353,100,533,12701.907308377897,112.702738690672,0.06190291696105324,0.02685062075379471,0.3440298468527225,0.0030154051656941837,0.05491270495699683,3.4,15,788.9333333333333,33,1734,1.5,0.7272727272727273,0.45454545454545453,157.73169325328993,Reading,10,18
269.6774193548387,100,600,13505.625806451613,116.2137074808803,0.05875878026293028,0.028359775339635334,0.38268815148935204,0.0040772952206344915,0.06385370169876207,3.1,17,986.1764705882352,166,3466,1.7,0.7333333333333333,0.5,143.3075313516429,Reading,10,18
321.962962962963,133,1066,44408.729344729334,210.73378785740397,0.08026064861294319,0.013646545422040721,0.3370520902801269,0.006777464630606674,0.08232535836913601,2.7,9,1000.0,33,3501,0.9,0.7692307692307693,0.5384615384615384,93.93065356451959,Reading,10,18
263.2903225806452,100,566,13210.612903225805,114.93743038377796,0.04978778240018672,0.02805021044194558,0.08780115383782701,0.0003776542877877354,0.01943332930271433,3.1,14,814.4285714285714,33,3334,1.4,0.7666666666666667,0.5,132.6680574618618,Reading,10,18
232.25,100,900,27708.58064516129,166.458945824973,0.08243210892973402,0.017602242884898294,0.2401607860675404,0.004015503819636068,0.06336800312173382,3.2,22,739.2727272727273,33,5100,2.2,0.4838709677419355,0.4838709677419355,273.8766699326117,Reading,10,18
183.74285714285713,100,500,14396.020168067225,119.98341622102292,0.06411082748839135,0.016653057485501048,0.3070807690041121,0.0044076090298644875,0.06638982625270598,3.5,32,741.84375,34,1500,3.2,0.47058823529411764,0.6176470588235294,135.6893688927107,Search,10,18
157.25,100,534,7564.5161290322585,86.97422680905107,0.06598054565960597,0.028347591731584038,0.4064029641404201,0.007165945161202452,0.08465190583325606,3.2,38,534.2368421052631,33,1700,3.8,0.41935483870967744,0.4838709677419355,69.3509353034695,Search,10,18
192.36666666666667,100,967,25813.4816091954,160.6657449775633,0.06813700553326106,0.02811033083597302,0.32812392552422515,0.0043500079869924655,0.06595459034057043,3.0,23,979.7826086956521,34,3834,2.3,0.4827586206896552,0.5517241379310345,114.36495987944353,Search,10,18
143.53846153846155,100,333,3563.412955465587,59.69432934094818,0.04081149275903348,0.013641474152018485,0.11341702243067124,0.00042888378989745454,0.020709509648889676,3.9,32,693.65625,33,2233,3.2,0.4473684210526316,0.5526315789473685,164.23729526610416,Search,10,18
145.71428571428572,100,267,2228.6218487394963,47.20828156943966,0.0769459129449101,0.028793539013098137,0.42510547671107407,0.008983470095256853,0.09478116951830069,3.5,41,892.609756097561,0,1000,4.1,0.5,0.5294117647058824,101.38264093098954,Search,10,18
156.9268292682927,100,567,8020.069512195123,89.55484080827303,0.048413904369709854,0.02815476970547879,0.1707239628229668,0.0011749055980191173,0.03427689597993257,4.1,18,614.7777777777778,33,3433,1.8,0.475,0.525,221.04182008586358,Search,10,18
196.65,100,567,18463.186842105264,135.87930983819894,0.03387041870188717,0.02801372484483912,0.05643568074656356,5.969695319086791e-05,0.007726380342105086,4.0,0,0,0,0,0,0.3684210526315789,0.42105263157894735,439.6729339874354,Inspection,5,18
