meanFix,minFix,maxFix,varFix,stdFix,meanDis,minDis,maxDis,varDis,stdDisp,freqDisPerSec,number_of_blinks,blinkMean,blinkMin,blinkMax,blinkRate,xDir,yDir,fixDensPerBB,label,duration,participant_id
466.6842105263158,100,1333,129600.11695906433,360.00016244310825,0.04165691842295369,0.027993767153632575,0.10025204704626088,0.00041549093763993696,0.02038359481641884,1.9,8,695.875,33,3267,0.8,0.5,0.6111111111111112,785.765242294848,Inspection,10,16
274.0967741935484,100,866,36014.956989247316,189.7760706444501,0.05025576355151091,0.028007016912877915,0.20946509518107204,0.001480062885316898,0.038471585427649044,3.1,16,889.5625,33,3766,1.6,0.4,0.4,432.41697550479887,Inspection,10,16
283.3333333333333,100,900,38063.678160919546,195.09914956482908,0.040812356386853994,0.014653298512054345,0.11147733675747684,0.0005835886818135609,0.02415758021436669,3.0,6,1250.0,33,3067,0.6,0.5172413793103449,0.3103448275862069,479.3478652528033,Inspection,10,16
414.3809523809524,100,2500,284144.1476190476,533.0517307157417,0.03755547833362353,0.0133973237089703,0.08250427636367952,0.0002994959108035775,0.017305950156046836,2.1,7,747.4285714285714,33,3234,0.7,0.55,0.45,285.45907015875594,Inspection,10,16
303.7142857142857,100,1633,86973.47089947089,294.91264960911883,0.04604634303015092,0.028071786934962435,0.15119752957017712,0.0011055358158193113,0.03324959873170369,2.8,2,3467.0,967,5967,0.2,0.48148148148148145,0.48148148148148145,459.7673336898895,Inspection,10,16
316.64285714285717,100,700,34246.2380952381,185.0573913553255,0.04152774247365198,0.01978667335478654,0.09839761249342759,0.000414097036461658,0.020349374350619676,2.8,4,1799.75,566,3400,0.4,0.5555555555555556,0.4444444444444444,590.0417938403413,Inspection,10,16
316.037037037037,100,1466,87928.8062678063,296.527918192885,0.03772071969210814,0.015600021651790658,0.12279681595761527,0.0004326994919858874,0.020801430046655144,2.7,7,962.1428571428571,34,5166,0.7,0.5,0.4230769230769231,291.2176518762424,Inspection,10,16
362.5,100,900,48742.434782608696,220.77688914967683,0.046066135222256416,0.02068913968271383,0.1070918225258208,0.000565102656545133,0.02377188794658794,2.4,16,977.25,33,4467,1.6,0.8260869565217391,0.6521739130434783,78.64524227132854,Reading,10,16
265.5483870967742,100,600,23895.922580645165,154.58306045827,0.06450817016294787,0.006007943433613387,0.5183417978717807,0.008339365957339855,0.0913201289822778,3.1,10,1029.7,33,3800,1.0,0.8333333333333334,0.6,110.11011153230794,Reading,10,16
316.0,100,900,36239.46153846154,190.36665027903794,0.049234931376375315,0.009240153518457465,0.1332205969055539,0.0008706069762871618,0.029506049825199606,2.7,11,984.7272727272727,33,4100,1.1,0.8461538461538461,0.5769230769230769,104.08768688150509,Reading,10,16
316.75,100,933,42559.4537037037,206.29942729853542,0.05274088807854682,0.028255991615206633,0.21056565038129496,0.0016834106978595202,0.04102938822185288,2.8,6,1822.1666666666667,33,6967,0.6,0.8148148148148148,0.5185185185185185,121.38611933355637,Reading,10,16
300.0,100,1000,40519.21428571428,201.29385059090674,0.05597041797161865,0.02795419385476882,0.26215201441668706,0.0021367441240343187,0.04622492968122633,2.9,6,1266.6666666666667,33,4034,0.6,0.8214285714285714,0.6428571428571429,112.45933214123107,Reading,10,16
335.9230769230769,133,733,32725.673846153844,180.9023876187206,0.07510996613062176,0.024858848783417757,0.401589447755894,0.0073040917452806275,0.0854639792268101,2.6,9,962.8888888888889,33,2333,0.9,0.76,0.48,97.73370263782104,Reading,10,16
297.6551724137931,100,933,28580.162561576355,169.05668446286398,0.055459199607253845,0.02808415204114541,0.29705368920407027,0.0033307205523448744,0.057712395136095974,2.9,21,747.5238095238095,33,2000,2.1,0.7857142857142857,0.5357142857142857,119.46769999602887,Reading,10,16
302.5769230769231,100,1000,43935.45384615385,209.60785731015392,0.0712434677296714,0.028122410313516446,0.31814137277359267,0.005819699734296912,0.07628695651483884,2.6,23,768.1739130434783,33,2767,2.3,0.56,0.4,107.77731662351162,Search,10,16
184.2941176470588,100,500,8630.819964349377,92.90220645576389,0.07637891467541644,0.02804886387106031,0.48318682811728875,0.00828050027751875,0.0909972542306566,3.4,28,624.1071428571429,33,2267,2.8,0.5454545454545454,0.6363636363636364,84.0737251110583,Search,10,16
258.32142857142856,100,1233,51388.8187830688,226.6910205170659,0.05654582779457286,0.02423611928603061,0.24180400858092324,0.0026496220839077006,0.051474479928482045,2.8,12,964.0,34,5833,1.2,0.48148148148148145,0.4444444444444444,117.58555841451404,Search,10,16
234.19444444444446,100,867,33165.0753968254,182.11280953525866,0.04665574912569528,0.014592105952951238,0.1680631583655936,0.00121066862325091,0.03479466371803168,3.6,4,1450.0,33,2100,0.4,0.4,0.5142857142857142,361.3877854727097,Search,10,16
165.83333333333334,100,733,10905.117886178865,104.427572442238,0.06908119706604926,0.02848608344160554,0.41926464890790593,0.0050093108726154125,0.0707764853084371,4.2,21,669.7142857142857,33,1933,2.1,0.3902439024390244,0.43902439024390244,96.896753004549,Search,10,16
194.07692307692307,100,567,11398.072874493926,106.76175754685723,0.039480891578688955,0.027978149829704802,0.08553454519406398,0.0002393833248756016,0.015472017479165462,3.9,19,947.3684210526316,67,1000,1.9,0.42105263157894735,0.42105263157894735,296.78953626634956,Search,10,16
190.80555555555554,100,634,12186.846825396826,110.39405249105056,0.05704903945100867,0.028021065895301782,0.24256103080552585,0.0023170130677674346,0.04813536192621215,3.6,36,745.5277777777778,100,2700,3.6,0.37142857142857144,0.5428571428571428,193.50995310703402,Search,10,16
